id,action,pos_x,pos_y
1,giant,385.45,418.52
4,archers,385.45,418.52
9,knight,270.47,704.83
12,mini pekka,135.71,440.62
13,minions,109.32,505.92
18,giant,121.57,417.51
21,archers,139.48,442.63
29,knight,196.02,470.76
34,musketeer,189.42,516.97
39,mini pekka,381.68,425.55
44,minions,103.66,285.91
48,archers,242.2,540.08
50,archers,0.0,0.0
