id,action,pos_x,pos_y
1,giant,389.21,425.55
4,minions,379.79,389.38
5,mini pekka,402.41,461.72
12,musketeer,390.16,287.92
17,musketeer,373.19,439.61
20,minions,396.75,439.61
27,minions,406.18,432.58
29,archers,271.41,544.09
34,archers,390.16,287.92
41,giant,0.0,0.0
