id,action,pos_x,pos_y
1,giant,119.69,419.52
4,arrows,114.97,279.88
8,archers,117.8,427.56
14,minions,116.86,440.62
15,mini pekka,76.34,502.9
19,giant,388.27,417.51
21,musketeer,385.45,418.52
27,fireball,316.65,177.41
31,knight,193.19,292.94
34,arrows,228.06,161.34
