id,action,pos_x,pos_y
1,giant,384.5,414.5
3,minions,384.5,414.5
4,archers,284.61,520.99
7,arrows,376.02,260.8
15,knight,264.82,713.87
20,giant,388.27,432.58
21,fireball,367.54,369.29
24,minions,391.1,401.44
29,musketeer,258.22,725.93
31,archers,274.24,488.84
39,giant,382.62,303.99
42,fireball,182.83,179.42
46,mini pekka,347.75,468.75
