id,action,pos_x,pos_y
2,giant,383.56,417.51
3,minions,389.21,416.51
5,fireball,390.16,243.72
9,mini pekka,371.31,535.05
13,mini pekka,386.39,404.45
18,musketeer,392.98,277.87
21,arrows,300.63,194.49
24,fireball,377.91,476.79
35,giant,392.04,288.92
37,archers,392.04,282.9
41,mini pekka,398.64,523.0
45,fireball,190.37,177.41
