id,action,pos_x,pos_y
2,musketeer,273.3,710.86
6,mini pekka,122.51,441.62
7,minions,109.32,500.9
9,archers,309.11,453.68
15,giant,399.58,407.47
23,knight,262.93,708.85
30,mini pekka,400.52,468.75
34,fireball,183.77,172.39
36,giant,388.27,289.93
38,archers,393.93,310.02
41,arrows,274.24,170.38
47,knight,390.16,285.91
48,fireball,190.37,179.42
50,fireball,0.0,0.0
