id,action,pos_x,pos_y
2,musketeer,261.05,699.81
7,minions,115.92,443.63
9,mini pekka,113.09,497.88
11,giant,117.8,401.44
16,fireball,116.86,220.61
22,knight,98.95,315.04
24,minions,114.03,457.7
26,mini pekka,125.34,528.02
33,giant,390.16,450.67
35,arrows,192.25,178.42
40,fireball,315.71,177.41
43,minions,120.63,509.94
47,musketeer,289.32,717.89
51,archers,325.13,561.17
53,giant,390.16,417.51
54,mini pekka,146.07,558.16
58,fireball,254.45,142.25
63,fireball,0.0,0.0
