id,action,pos_x,pos_y
1,fireball,249.74,601.36
2,mini pekka,122.51,470.76
3,fireball,115.92,461.72
7,giant,119.69,396.42
10,minions,130.99,415.5
18,knight,120.63,419.52
19,archers,118.74,409.48
23,archers,124.4,219.61
27,giant,236.54,720.9
32,minions,121.57,434.59
34,mini pekka,68.8,484.82
39,arrows,240.31,199.51
42,fireball,204.5,183.44
45,giant,106.49,291.94
47,musketeer,81.99,311.03
48,musketeer,132.88,456.69
50,minions,125.34,483.82
53,arrows,212.98,141.25
58,arrows,0.0,0.0
