id,action,pos_x,pos_y
1,knight,268.59,703.83
5,mini pekka,399.58,443.63
9,minions,384.5,420.53
14,musketeer,186.6,491.85
15,fireball,196.96,174.4
19,archers,277.07,576.24
22,giant,384.5,288.92
25,minions,382.62,293.95
31,knight,381.68,298.97
37,arrows,160.21,508.93
39,archers,217.7,596.33
44,musketeer,395.81,269.84
48,musketeer,0.0,0.0
