id,action,pos_x,pos_y
3,minions,117.8,413.5
12,knight,128.17,422.54
15,musketeer,81.05,319.06
21,mini pekka,142.3,433.59
24,giant,108.38,293.95
25,archers,109.32,331.12
30,minions,112.15,339.15
38,knight,446.7,470.76
40,musketeer,255.39,539.07
46,giant,100.84,287.92
48,archers,391.1,434.59
49,archers,382.62,392.4
53,fireball,240.31,156.32
55,fireball,0.0,0.0
